행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관명,주최기관명,전화번호,후원기관명,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
교양악기 발표회,금산다락원 생명의집,금산다락원 예술단 정기공연,2018-12-04,2018-12-04,19:30,21:00,무료,충청남도 금산군청+금산다락원,충청남도 금산군청+금산다락원,041-750-4423,,100,,전체관람가,,,http://www.geumsan.go.kr/daragwon/,,Y,충청남도 금산군 금산읍 금산로 1559,충청남도 금산군 금산읍 중도리 203-1,36.11206754,127.4916373,2025-07-21,4550000,충청남도 금산군
금산필하모닉오케스트라 정기연주회,금산다락원 생명의집,금산다락원 예술단 정기공연,2018-12-13,2018-12-13,19:30,21:00,무료,충청남도 금산군청+금산다락원,충청남도 금산군청+금산다락원,041-750-4423,,420,,전체관람가,,,http://www.geumsan.go.kr/daragwon/,,Y,충청남도 금산군 금산읍 금산로 1559,충청남도 금산군 금산읍 중도리 203-1,36.11206754,127.4916373,2025-07-21,4550000,충청남도 금산군
창조지역사업 동아리 한마당,금산다락원 생명의집,금산다락원 예술단 정기공연,2018-12-17,2018-12-17,19:30,21:00,무료,충청남도 금산군청+금산다락원,충청남도 금산군청+금산다락원,041-750-4423,,450,,전체관람가,,,http://www.geumsan.go.kr/daragwon/,,Y,충청남도 금산군 금산읍 금산로 1559,충청남도 금산군 금산읍 중도리 203-1,36.11206754,127.4916373,2025-07-21,4550000,충청남도 금산군
브라소닛 빅밴드 Bmk콘서트 공연,금산다락원 생명의집,BMK+브라스 콘서트 공연,2018-12-20,2018-12-20,19:30,21:00,유료,충청남도 금산군청+금산다락원,충청남도 금산군청+금산다락원,041-750-4423,,714,10000,전체관람가,,,http://www.geumsan.go.kr/daragwon/,,Y,충청남도 금산군 금산읍 금산로 1559,충청남도 금산군 금산읍 중도리 203-1,36.11206754,127.4916373,2025-07-21,4550000,충청남도 금산군
김동규 어느 멋진 날에 공연,금산다락원 생명의집,성악가 김동규+팝스오케스트라와 함께하는 신나는 클래식 여행,2019-03-08,2019-03-08,19:30,21:00,유료,충청남도 금산군청+금산다락원,충청남도 금산군청+금산다락원,041-750-4423,,727,10000,7세이상,,,http://www.geumsan.go.kr/daragwon/,,Y,충청남도 금산군 금산읍 금산로 1559,충청남도 금산군 금산읍 중도리 203-1,36.11206754,127.4916373,2025-07-21,4550000,충청남도 금산군
2024년 06월 공연 보조개 사과(2회),장성문화예술회관 대공연장,어린이공연,2024-06-15,2024-06-15,15:00,16:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2025-03-20,4980000,전라남도 장성군
2024년 06월 문화가 있는 날 영화상영 <댓글부대>,장성문화예술회관 대공연장,영화상영,2024-06-25,2024-06-25,19:00,21:10,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2025-03-20,4980000,전라남도 장성군
2024년 07월 공연 코믹마셜아츠 퍼포먼스 뮤지컬 <점프>,장성문화예술회관 대공연장,기획공연,2024-07-09,2024-07-09,19:00,20:30,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,6000,7세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2025-03-20,4980000,전라남도 장성군
2024년 07월 문화가 있는 날 영화상영 <그녀가 죽었다>,장성문화예술회관 대공연장,영화상영,2024-07-30,2024-07-30,19:00,20:43,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2025-03-20,4980000,전라남도 장성군
2024년 08월 공연 무지개 물고기(1회),장성문화예술회관 대공연장,어린이공연,2024-08-17,2024-08-17,11:00,12:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2025-03-20,4980000,전라남도 장성군
2024년 08월 공연 무지개 물고기(2회),장성문화예술회관 대공연장,어린이공연,2024-08-17,2024-08-17,15:00,16:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2025-03-20,4980000,전라남도 장성군
2024년 08월 문화가 있는 날 영화상영 <범죄도시4>,장성문화예술회관 대공연장,영화상영,2024-08-27,2024-08-27,19:00,20:49,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2025-03-20,4980000,전라남도 장성군
"2024년 09월 공연 연극 <사랑해요, 당신>",장성문화예술회관 대공연장,기획공연,2024-09-10,2024-09-10,19:00,20:40,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,6000,7세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2025-03-20,4980000,전라남도 장성군
2024년 09월 문화가 있는 날 영화상영,장성문화예술회관 대공연장,영화상영,2024-09-24,2024-09-24,19:00,21:10,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2025-03-20,4980000,전라남도 장성군
2024년 10월 공연 공룡 애니멀쇼(1회),장성문화예술회관 대공연장,어린이공연,2024-10-19,2024-10-19,11:00,12:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2025-03-20,4980000,전라남도 장성군
2024년 10월 공연 공룡 애니멀쇼(2회),장성문화예술회관 대공연장,어린이공연,2024-10-19,2024-10-19,15:00,16:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,4000,24개월이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2025-03-20,4980000,전라남도 장성군
2024년 10월 문화가 있는 날 영화상영 <파일럿>,장성문화예술회관 대공연장,영화상영,2024-10-29,2024-10-29,19:00,20:50,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2025-03-20,4980000,전라남도 장성군
2024년 11월 공연 <장성 90s 레트로 콘서트>,장성문화예술회관 대공연장,기획공연,2024-11-12,2024-11-12,19:00,20:30,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,6000,7세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2025-03-20,4980000,전라남도 장성군
2025년 02월 문화가 있는 날 영화상영 <파일럿>,장성문화예술회관 대공연장,영화상영,2025-02-25,2025-02-25,19:00,21:00,무료,전라남도 장성군 문화교육과,전라남도 장성군 문화교육과,061-390-8578,,684,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2025-03-20,4980000,전라남도 장성군
영도의 울림,영도문화예술회관 절영홀,"영도 출신의 젊은 음악가들의 공연으로, 구민들에게 수요상설공연을 통해 리스트, 비제, 쇼팽, 바그너 등 다양한 작품들을 선보이는 공연",2024-04-24,2024-04-24,19:30,20:40,유료,영도문화예술회관+영아츠컴퍼니,영도문화예술회관+영아츠컴퍼니,051-419-5571,,153,일반 10000원,초등학생 이상 관람가,50할인(VIP회원+정기회원+65세 이상+유공자+심한 장애+심하지 않은 장애+학생+다자녀+임산부+자랑스런 영도인상 수상자),,http://www.yeongdo.go.kr/culture.web,http://www.yeongdo.go.kr/culture.web,Y,부산광역시 영도구 함지로79번길 6,부산광역시 영도구 동삼동 516-1,35.075268,129.066862,2025-09-05,3280000,부산광역시 영도구
MAGIC SHOW 원더랜드,영도문화예술회관 봉래홀,"가족이 함께 즐거운 시간을 보낼 수 있는 마술공연으로, ’원더랜드’에서 새로운 마술을 얻기 위해 ’엘’과 관객들이 함께 여행을 떠나는 공연",2024-05-04,2024-05-04,14:00,15:10,유료,영도문화예술회관+엘일루전,영도문화예술회관,051-419-5571,,428,일반 20000원,전 연령 관람가,25할인(정기회원+심하지 않은 장애+학생+다자녀+임산부)+50할인(VIP회원+65세 이상+유공자+심한 장애+자랑스런 영도인상 수상자),,http://www.yeongdo.go.kr/culture.web,http://www.yeongdo.go.kr/culture.web,Y,부산광역시 영도구 함지로79번길 6,부산광역시 영도구 동삼동 516-1,35.075268,129.066862,2025-09-05,3280000,부산광역시 영도구
드로잉 매직쇼 ’크레용용’,영도문화예술회관 절영홀,명화들이 그려지는 과정들을 라이브로 볼 수 있는 드로잉 퍼포먼스와 신나는 마술들을 접할 수 있는 공연,2024-05-08,2024-05-08,19:30,20:40,유료,영도문화예술회관+극단용용아저씨,영도문화예술회관,051-419-5571,,153,일반 10000원,전 연령 관람가,50할인(VIP회원+정기회원+65세 이상+유공자+심한 장애+심하지 않은 장애+학생+다자녀+임산부+자랑스런 영도인상 수상자),,http://www.yeongdo.go.kr/culture.web,http://www.yeongdo.go.kr/culture.web,Y,부산광역시 영도구 함지로79번길 6,부산광역시 영도구 동삼동 516-1,35.075268,129.066862,2025-09-05,3280000,부산광역시 영도구
디 첼리스텐 앙상블 제14회 정기연주회,영도문화예술회관 절영홀,"부산의 대표적인 첼로앙상블로 1부에서는 클래식을 대표하는 곡들을 선보이고, 2부에서는 신나게 들을 수 있는 행진곡 등을 구성해 첼로만으로 이루어진 앙상블을 통해 첼로의 매력을 선보이는 공연",2024-05-22,2024-05-22,19:30,20:40,유료,영도문화예술회관+디 첼리스텐 앙상블,영도문화예술회관,051-419-5571,,153,일반 10000원,초등학생 이상 관람가,50할인(VIP회원+정기회원+65세 이상+유공자+심한 장애+심하지 않은 장애+학생+다자녀+임산부+자랑스런 영도인상 수상자),,http://www.yeongdo.go.kr/culture.web,http://www.yeongdo.go.kr/culture.web,Y,부산광역시 영도구 함지로79번길 6,부산광역시 영도구 동삼동 516-1,35.075268,129.066862,2025-09-05,3280000,부산광역시 영도구
"INNERLANDSCAPE 그하늘, 그바다 박민주 초대展",영도문화예술회관 선유갤러리,작가의 작품을 통해 내면의 고유한 풍경을 만나는 전시,2024-06-03,2024-06-26,10:00,18:00,무료,영도문화예술회관,영도문화예술회관,051-419-5571,,,,전 연령 관람가,,,http://www.yeongdo.go.kr/culture.web,http://www.yeongdo.go.kr/culture.web,Y,부산광역시 영도구 함지로79번길 6,부산광역시 영도구 동삼동 516-1,35.075268,129.066862,2025-09-05,3280000,부산광역시 영도구
해설과 체험이 있는 <쁘띠발레 갈라콘서트>,영도문화예술회관 학여울마당,발레라는 순수예술 장르를 관객들에게 친근하고 익숙하게 다가가기 위해 이야기가 있는 ’동화 속 발레여행’이라는 컨셉으로 제작된 공연,2024-06-08,2024-06-08,13:00,14:00,무료,영도문화예술회관+부산발레시어터,영도문화예술회관+부산발레시어터,051-419-5571,부산광역시+부산문화재단,,,전 연령 관람가,,,http://www.yeongdo.go.kr/culture.web,http://www.yeongdo.go.kr/culture.web,Y,부산광역시 영도구 함지로79번길 6,부산광역시 영도구 동삼동 516-1,35.075268,129.066862,2025-09-05,3280000,부산광역시 영도구
팬터마임 지니스토리,영도문화예술회관 절영홀,여러 개의 단편 속에 시공간을 초월한 각기 다른 캐릭터를 연기하는 옴니버스 형식의 마임 공연,2024-06-12,2024-06-12,19:30,20:40,유료,영도문화예술회관+극단 세진,영도문화예술회관,051-419-5571,,153,일반 10000원,전 연령 관람가,50할인(VIP회원+정기회원+65세 이상+유공자+심한 장애+심하지 않은 장애+학생+다자녀+임산부+자랑스런 영도인상 수상자),,http://www.yeongdo.go.kr/culture.web,http://www.yeongdo.go.kr/culture.web,Y,부산광역시 영도구 함지로79번길 6,부산광역시 영도구 동삼동 516-1,35.075268,129.066862,2025-09-05,3280000,부산광역시 영도구
